Action Date,Asset,Parts & Services,type,Action,Current Odometer,Next Check Time,Next Check Odometer,Next Block Time,Next Block Odometer,State
2024-03-10 22:59:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / MINYAK REM,product,Reset,"959,337.00",,"3,180,000.00",,0.00,Done
2024-03-10 22:59:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),,,Reset,"959,337.00",,0.00,,0.00,Done
2024-03-10 22:59:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / AIR RADIATOR,product,Reset,"959,337.00",,"3,140,000.00",,0.00,Done
2024-03-10 22:59:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / AIR ACCU,product,Reset,"959,337.00",,"3,140,000.00",,0.00,Done
2024-03-10 22:59:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI TRANSMISI,product,Reset,"959,337.00",,"1,018,423.00",,0.00,Done
2024-03-10 22:59:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OTHERS / FILTER SOLAR ATAS,product,Reset,"959,337.00",,"968,423.00",,0.00,Done
2024-03-10 22:59:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OTHERS / FILTER SOLAR BAWAH,product,Reset,"959,337.00",,"968,423.00",,0.00,Done
2024-03-10 22:59:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI,product,Reset,"959,337.00",,"968,423.00",,0.00,Done
2024-03-09 22:41:17,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / AIR DRIYER,product,Reset,"959,076.00",,"60,000.00",,0.00,Done
2024-03-09 22:41:17,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / Periodic Maintenance,service,Reset,"959,076.00",2024-03-24 09:58:29,"965,609.00",,0.00,Done
2024-03-09 22:41:17,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI POWER STEERING,product,Reset,"959,076.00",,"3,180,000.00",,0.00,Done
2024-03-09 22:41:17,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI TRANSMISI,product,Reset,"959,076.00",,"3,150,000.00",,0.00,Done
2024-03-09 22:41:17,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI GARDAN,product,Reset,"959,076.00",,"3,150,000.00",,0.00,Done
2024-03-09 22:41:17,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE BEARING,product,Reset,"959,076.00",,"3,180,000.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / MINYAK KOPLING,product,Reset,"959,076.00",,0.00,,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI MESIN,product,Reset,"959,076.00",,"3,140,000.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE SLACKADJUSTER,product,Reset,"959,076.00",,0.00,,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE CHASIS,product,Reset,"959,076.00",,"3,140,000.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI POWER STEERING,product,Reset,"959,076.00",,0.00,,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER GARDAN,product,Reset,"959,076.00",,0.00,,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER UDARA,product,Reset,"959,076.00",,0.00,,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / ADBLUE,product,Reset,"959,076.00",,"3,140,000.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / MINYAK REM,product,Reset,"959,076.00",,"3,180,000.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),,,Reset,"959,076.00",,0.00,,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / AIR RADIATOR,product,Reset,"959,076.00",,"3,140,000.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / AIR ACCU,product,Reset,"959,076.00",,"3,140,000.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI TRANSMISI,product,Reset,"959,076.00",,"1,018,423.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OTHERS / FILTER SOLAR ATAS,product,Reset,"959,076.00",,"968,423.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OTHERS / FILTER SOLAR BAWAH,product,Reset,"959,076.00",,"968,423.00",,0.00,Done
2024-03-09 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI,product,Reset,"959,076.00",,"968,423.00",,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / AIR DRIYER,product,Reset,"958,751.00",,"60,000.00",,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / Periodic Maintenance,service,Reset,"958,751.00",2024-03-24 09:58:29,"965,609.00",,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI POWER STEERING,product,Reset,"958,751.00",,"3,180,000.00",,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI TRANSMISI,product,Reset,"958,751.00",,"3,150,000.00",,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI GARDAN,product,Reset,"958,751.00",,"3,150,000.00",,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE BEARING,product,Reset,"958,751.00",,"3,180,000.00",,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / MINYAK KOPLING,product,Reset,"958,751.00",,0.00,,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI MESIN,product,Reset,"958,751.00",,"3,140,000.00",,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE SLACKADJUSTER,product,Reset,"958,751.00",,0.00,,0.00,Done
2024-03-08 22:41:16,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE CHASIS,product,Reset,"958,751.00",,"3,140,000.00",,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI POWER STEERING,product,Reset,"958,751.00",,0.00,,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER GARDAN,product,Reset,"958,751.00",,0.00,,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER UDARA,product,Reset,"958,751.00",,0.00,,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / ADBLUE,product,Reset,"958,751.00",,"3,140,000.00",,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / MINYAK REM,product,Reset,"958,751.00",,"3,180,000.00",,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),,,Reset,"958,751.00",,0.00,,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / AIR RADIATOR,product,Reset,"958,751.00",,"3,140,000.00",,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / AIR ACCU,product,Reset,"958,751.00",,"3,140,000.00",,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI TRANSMISI,product,Reset,"958,751.00",,"1,018,423.00",,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OTHERS / FILTER SOLAR ATAS,product,Reset,"958,751.00",,"968,423.00",,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OTHERS / FILTER SOLAR BAWAH,product,Reset,"958,751.00",,"968,423.00",,0.00,Done
2024-03-08 22:41:15,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI,product,Reset,"958,751.00",,"968,423.00",,0.00,Done
2023-12-30 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE CHASIS,product,Service,"7,923,237.00",,"7,932,237.00",,"7,933,237.00",Done
2023-12-30 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / Periodic Maintenance,service,Service,"7,923,237.00",2024-01-25 07:00:00,"7,932,237.00",2024-01-30 07:00:00,"7,933,237.00",Done
2023-12-30 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER SOLAR,product,Service,"7,923,237.00",,"7,932,237.00",,"7,933,237.00",Done
2023-12-30 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI,product,Service,"7,923,237.00",,"7,932,237.00",,"7,933,237.00",Done
2023-12-30 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI POWER STEERING,product,Service,"7,923,237.00",,"7,982,237.00",,"7,983,237.00",Done
2023-12-30 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE SLACKADJUSTER,product,Service,"7,923,237.00",,"7,932,237.00",,"7,933,237.00",Done
2023-12-30 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI MESIN,product,Service,"7,923,237.00",,"7,932,237.00",,"7,933,237.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / Periodic Maintenance,service,Service,"7,923,236.00",2023-11-28 07:00:00,"7,932,236.00",2023-12-03 07:00:00,"7,933,236.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER SOLAR,product,Service,"7,923,236.00",,"7,932,236.00",,"7,933,236.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI TRANSMISI,product,Service,"7,923,236.00",,"7,982,236.00",,"7,983,236.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE SLACKADJUSTER,product,Service,"7,923,236.00",,"7,932,236.00",,"7,933,236.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / FILTER OLI,product,Service,"7,923,236.00",,"7,932,236.00",,"7,933,236.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI GARDAN,product,Service,"7,923,236.00",,"7,952,236.00",,"7,953,236.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI MESIN,product,Service,"7,923,236.00",,"7,932,236.00",,"7,933,236.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / GREASE CHASIS,product,Service,"7,923,236.00",,"7,932,236.00",,"7,933,236.00",Done
2023-11-02 07:00:00,AD1489HR - HINO FL8JNKA-GGJ (FL235JN),PM / OLI TRANSMISI,product,Service,"7,923,236.00",,"7,952,236.00",,"7,953,236.00",Done
